Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Number_of_Policies,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
4177,QS29824,Nevada,9624.938903,No,Extended,College,Unemployed,M,0,Suburban,Single,134,4,Personal L2,Offer2,Agent,964.8,SUV,Medsize
4178,OF12725,California,7080.131872,No,Extended,Bachelor,Disabled,F,28139,Suburban,Married,97,3,Personal L3,Offer1,Branch,465.6,Four-Door Car,Medsize
4179,WE52840,Arizona,7053.302737000001,No,Extended,College,Employed,F,52982,Rural,Divorced,89,3,Corporate L3,Offer1,Call Center,31.356274,Four-Door Car,Medsize
4180,OJ65117,Oregon,5365.54161,No,Basic,Bachelor,Employed,F,77095,Suburban,Divorced,68,4,Personal L2,Offer3,Agent,461.841879,Four-Door Car,Small
4181,FC52000,Oregon,4306.55935,No,Basic,College,Employed,F,26322,Rural,Married,111,1,Corporate L1,Offer3,Branch,180.346146,SUV,Medsize
4182,IN57582,California,5970.816921,No,Extended,College,Medical Leave,F,25125,Suburban,Single,81,3,Corporate L3,Offer1,Agent,583.2,Four-Door Car,Medsize
4183,UY13430,Oregon,8879.790017,Yes,Basic,High School or Below,Employed,F,52583,Urban,Single,113,7,Special L2,Offer1,Agent,528.2008599999998,SUV,Small
4184,PD66941,Arizona,4458.113369,Yes,Basic,Bachelor,Retired,M,17622,Suburban,Divorced,65,3,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medsize
4185,IB36843,California,5565.892477,No,Basic,Master,Employed,M,90607,Urban,Single,70,3,Personal L2,Offer2,Web,311.514116,Four-Door Car,Medsize
4186,VE51810,Arizona,5813.242121,No,Basic,Bachelor,Employed,M,42795,Suburban,Married,73,4,Personal L1,Offer3,Branch,350.4,Four-Door Car,Large
4187,RX50446,Arizona,8365.963454,No,Premium,High School or Below,Disabled,F,27042,Suburban,Divorced,110,7,Personal L1,Offer2,Branch,1263.325007,Four-Door Car,Medsize
4188,TK22471,Oregon,7275.921106000002,No,Basic,College,Employed,M,27984,Suburban,Married,62,2,Personal L3,Offer3,Call Center,445.361629,Four-Door Car,Medsize
4189,YR85283,Nevada,15083.78498,No,Extended,High School or Below,Employed,F,26021,Urban,Married,126,2,Personal L2,Offer4,Agent,331.847478,SUV,Small
4190,WH83589,Arizona,8458.912476000001,No,Basic,High School or Below,Disabled,F,25448,Suburban,Married,71,2,Personal L2,Offer4,Web,345.022359,Four-Door Car,Medsize
4191,NM40177,California,8010.9689819999985,No,Basic,Bachelor,Employed,M,52009,Urban,Married,68,2,Personal L3,Offer1,Agent,250.416569,Four-Door Car,Medsize
4192,UV44069,Oregon,2514.428561,No,Basic,High School or Below,Medical Leave,F,23504,Suburban,Single,69,1,Corporate L2,Offer1,Agent,374.399828,Two-Door Car,Small
4193,CO25601,Washington,4112.625047,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,71,9,Personal L2,Offer1,Agent,569.761582,Four-Door Car,Medsize
4194,IS58493,Oregon,4369.697742,No,Basic,Master,Employed,M,40774,Urban,Married,110,1,Personal L3,Offer1,Agent,394.968488,Sports Car,Medsize
4195,YF54705,Nevada,7356.010439,No,Extended,College,Employed,M,36812,Urban,Married,92,4,Personal L3,Offer1,Branch,392.695097,Two-Door Car,Medsize
4196,ES66762,Oregon,10656.88195,Yes,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,2,Personal L1,Offer2,Call Center,631.743039,Two-Door Car,Medsize
4197,CX85598,Arizona,5365.975978,No,Basic,Bachelor,Employed,M,51240,Urban,Single,70,5,Personal L1,Offer2,Branch,283.849464,Four-Door Car,Medsize
4198,QF74806,California,6047.02516,Yes,Extended,College,Employed,M,20396,Suburban,Married,76,4,Personal L3,Offer1,Branch,364.8,Four-Door Car,Medsize
4199,LO17461,Arizona,2885.742441,No,Basic,High School or Below,Employed,F,35654,Suburban,Married,72,1,Personal L1,Offer2,Branch,515.122954,Two-Door Car,Small
4200,KW95891,Oregon,2635.148447,No,Basic,High School or Below,Employed,F,93884,Suburban,Married,65,1,Personal L3,Offer4,Branch,312.0,Four-Door Car,Small
4201,YR45605,Oregon,2413.888405,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,68,1,Personal L2,Offer3,Web,379.209349,Four-Door Car,Medsize
4202,OW83209,Nevada,8341.929904999999,No,Basic,Bachelor,Employed,M,30344,Urban,Divorced,107,9,Personal L3,Offer1,Branch,342.832065,SUV,Medsize
4203,AT86990,Arizona,2487.256248,No,Basic,Bachelor,Employed,F,28738,Rural,Divorced,62,1,Personal L2,Offer1,Agent,81.609951,Two-Door Car,Medsize
4204,CW80905,Nevada,9212.613275,No,Basic,High School or Below,Employed,M,70958,Rural,Married,115,7,Personal L2,Offer1,Agent,115.400119,Sports Car,Medsize
4205,TK65222,California,16407.66461,No,Premium,Bachelor,Employed,M,22103,Rural,Single,109,2,Personal L2,Offer1,Agent,160.338007,Four-Door Car,Large
4206,FQ89652,Oregon,7017.145586,No,Basic,College,Unemployed,F,0,Suburban,Single,103,6,Special L2,Offer1,Agent,741.6,SUV,Medsize
4207,PH70685,California,5481.502923,No,Basic,Bachelor,Employed,F,70795,Urban,Married,68,4,Corporate L1,Offer2,Call Center,177.948654,Four-Door Car,Medsize
4208,AP34711,Arizona,10382.38098,No,Extended,Master,Employed,F,32821,Rural,Married,129,4,Personal L3,Offer1,Branch,25.89566,SUV,Large
4209,AZ31562,Arizona,5498.940679,Yes,Basic,College,Medical Leave,M,22520,Suburban,Married,73,3,Personal L3,Offer1,Branch,350.4,Four-Door Car,Medsize
4210,VU87728,Nevada,4846.322223,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,9,Personal L2,Offer4,Agent,518.4,Four-Door Car,Medsize
4211,XX34879,Oregon,14718.11779,No,Extended,College,Employed,M,56263,Suburban,Married,93,2,Corporate L3,Offer2,Agent,446.4,Four-Door Car,Medsize
4212,GG91020,Nevada,9656.759549,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,2,Personal L1,Offer1,Agent,345.6,Four-Door Car,Medsize
4213,RO58812,California,4466.101761999998,No,Basic,College,Unemployed,M,0,Suburban,Single,64,5,Personal L1,Offer1,Call Center,307.2,Four-Door Car,Medsize
4214,GU29647,Oregon,21423.63723,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,65,2,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize
4215,QF66202,Nevada,2531.73969,No,Basic,College,Employed,M,31993,Rural,Divorced,66,1,Personal L3,Offer1,Branch,39.627399,Four-Door Car,Medsize
4216,GB44176,Arizona,8378.357501999999,No,Premium,College,Employed,M,40994,Rural,Married,106,8,Personal L2,Offer2,Agent,60.227339,Four-Door Car,Medsize
4217,RH70194,Nevada,5093.007525,No,Basic,Bachelor,Employed,M,29638,Suburban,Married,64,8,Personal L3,Offer4,Branch,307.2,Four-Door Car,Medsize
4218,TL40288,Oregon,13352.56134,No,Premium,College,Unemployed,F,0,Suburban,Married,119,2,Personal L2,Offer1,Agent,729.595208,Four-Door Car,Medsize
4219,VZ70667,Oregon,14206.98091,No,Basic,College,Disabled,F,26056,Suburban,Married,73,2,Personal L3,Offer1,Branch,355.558088,Four-Door Car,Medsize
4220,GK21260,Oregon,10232.85415,No,Extended,Doctor,Medical Leave,F,22821,Suburban,Married,131,3,Personal L2,Offer4,Call Center,740.05751,SUV,Medsize
4221,KI91500,California,8641.046574,No,Basic,High School or Below,Medical Leave,F,22193,Suburban,Married,74,2,Personal L3,Offer2,Branch,415.535724,Two-Door Car,Small
4222,TL51969,Washington,7334.915821,No,Basic,Bachelor,Employed,M,30969,Suburban,Divorced,63,2,Personal L3,Offer1,Call Center,358.225234,Two-Door Car,Small
4223,MA68039,California,3635.028312,No,Extended,High School or Below,Employed,M,35056,Suburban,Married,96,1,Personal L3,Offer4,Call Center,460.8,Two-Door Car,Medsize
4224,ZI51939,Oregon,5525.836622999998,No,Basic,College,Employed,M,73435,Suburban,Married,69,4,Corporate L2,Offer1,Branch,331.2,Two-Door Car,Small
4225,NX93393,Oregon,4335.353131,No,Premium,High School or Below,Employed,M,86096,Suburban,Married,108,1,Corporate L3,Offer2,Call Center,518.4,Two-Door Car,Large
4226,SE30128,California,4832.117309,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,139,1,Personal L2,Offer1,Call Center,1000.8,SUV,Medsize
4227,VT78222,Oregon,9267.920019,No,Basic,Master,Employed,M,55808,Urban,Married,116,7,Personal L3,Offer2,Call Center,551.413755,SUV,Small
4228,AH17051,California,14700.49784,No,Extended,Bachelor,Employed,M,29695,Suburban,Married,94,2,Personal L3,Offer2,Branch,554.1437980000002,Four-Door Car,Medsize
4229,NC76877,California,4905.127076,No,Basic,Bachelor,Employed,F,88043,Urban,Married,61,3,Corporate L2,Offer2,Web,188.717606,Four-Door Car,Small
4230,JD71348,California,7289.297853,No,Extended,College,Employed,M,60875,Urban,Married,92,3,Personal L3,Offer1,Branch,410.846025,Four-Door Car,Medsize
4231,DR88293,Arizona,8478.824155,No,Extended,Bachelor,Unemployed,M,0,Rural,Married,77,2,Personal L1,Offer1,Branch,12.603783,Four-Door Car,Medsize
4232,ZB23962,Oregon,7952.836873,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,118,8,Personal L3,Offer1,Call Center,849.6,SUV,Medsize
4233,JO90877,Washington,2869.997625,No,Basic,Bachelor,Employed,F,70974,Suburban,Married,71,1,Personal L3,Offer1,Agent,340.8,Four-Door Car,Large
4234,IR45546,Oregon,10529.84867,No,Extended,Bachelor,Employed,F,37518,Urban,Married,131,6,Special L3,Offer1,Branch,472.85093200000006,Sports Car,Medsize
4235,LO99872,Oregon,5497.659883,No,Basic,College,Employed,M,28128,Suburban,Married,70,4,Personal L3,Offer3,Agent,336.0,Two-Door Car,Medsize
4236,CW16221,Oregon,7090.468528,No,Extended,Bachelor,Employed,F,45254,Suburban,Divorced,93,4,Corporate L3,Offer3,Web,446.4,Four-Door Car,Medsize
4237,UU92753,Oregon,26416.254780000007,No,Basic,Doctor,Employed,F,85537,Urban,Married,108,2,Personal L3,Offer2,Call Center,285.276083,SUV,Medsize
4238,WH63678,Oregon,2727.682464,No,Basic,Master,Employed,M,74608,Suburban,Married,68,1,Corporate L2,Offer3,Web,407.68374,Four-Door Car,Medsize
4239,TE31876,California,11814.53241,No,Basic,High School or Below,Employed,F,41004,Suburban,Married,102,2,Personal L3,Offer1,Call Center,489.6,Sports Car,Large
4240,MU59158,Arizona,4090.750678,No,Premium,Master,Employed,F,38884,Urban,Married,102,1,Personal L3,Offer4,Branch,423.819864,Two-Door Car,Medsize
4241,LV57595,California,5181.620895,Yes,Basic,Master,Employed,F,97131,Suburban,Married,64,6,Corporate L3,Offer2,Agent,307.2,Four-Door Car,Small
4242,GY99495,Oregon,6172.392406,No,Extended,Master,Unemployed,M,0,Suburban,Divorced,84,7,Corporate L3,Offer1,Web,403.2,Four-Door Car,Medsize
4243,FN67085,California,2487.358049,No,Basic,College,Employed,M,22331,Rural,Divorced,64,1,Corporate L3,Offer2,Web,61.20919,Four-Door Car,Medsize
4244,US82470,Arizona,13094.2046,No,Basic,Bachelor,Employed,M,37541,Rural,Married,109,2,Corporate L2,Offer1,Branch,96.212835,SUV,Large
4245,UN53508,Oregon,4688.459288,No,Basic,Bachelor,Disabled,F,27357,Suburban,Married,61,5,Corporate L2,Offer1,Web,292.8,Four-Door Car,Small
4246,FK37308,Oregon,2703.466256,No,Basic,Doctor,Unemployed,F,0,Rural,Married,72,1,Corporate L3,Offer3,Call Center,41.927219,Two-Door Car,Medsize
4247,EW34780,California,11315.20373,Yes,Premium,Bachelor,Disabled,F,11885,Suburban,Divorced,101,2,Personal L3,Offer1,Agent,484.8,Four-Door Car,Medsize
4248,HG97353,Oregon,8679.838135,No,Premium,Bachelor,Employed,F,52717,Rural,Married,109,8,Corporate L2,Offer3,Agent,60.151529,Four-Door Car,Medsize
4249,FM31768,Arizona,5979.724161,Yes,Extended,High School or Below,Employed,F,57693,Suburban,Divorced,76,3,Personal L1,Offer2,Agent,547.2,Four-Door Car,Medsize
4250,DO18118,Oregon,10996.71336,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,104,2,Personal L2,Offer3,Branch,748.8,SUV,Medsize
4251,BC31913,Arizona,11718.41696,No,Basic,Bachelor,Employed,F,73903,Suburban,Married,73,2,Corporate L3,Offer2,Web,439.361029,Four-Door Car,Small
4252,HB29169,Washington,42462.96794,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,281,2,Personal L3,Offer1,Branch,1499.806352,Luxury SUV,Medsize
4253,KO86181,Oregon,6941.872931,No,Basic,College,Unemployed,F,0,Suburban,Single,111,6,Personal L3,Offer1,Agent,532.8,SUV,Small
4254,NT38409,California,2551.314013,No,Basic,College,Employed,M,79452,Urban,Single,65,1,Corporate L2,Offer2,Call Center,187.683707,Four-Door Car,Medsize
4255,IP77666,Nevada,10656.88195,Yes,Extended,Bachelor,Employed,F,72540,Suburban,Married,88,2,Personal L3,Offer2,Call Center,631.743039,Two-Door Car,Medsize
4256,KL80110,Arizona,9333.333631,No,Basic,College,Employed,F,89513,Rural,Married,116,6,Personal L2,Offer2,Branch,232.945977,SUV,Medsize
4257,KR35099,Washington,7507.4553719999985,Yes,Basic,College,Employed,M,60920,Urban,Single,64,2,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize
4258,YP41539,Oregon,5320.081159,No,Basic,High School or Below,Employed,F,88669,Urban,Married,66,4,Personal L2,Offer1,Call Center,213.574473,Four-Door Car,Medsize
4259,MM10866,California,8609.158215000001,Yes,Basic,Bachelor,Employed,F,79090,Urban,Married,107,3,Personal L2,Offer2,Branch,289.040734,SUV,Medsize
4260,WD88264,Washington,12298.6863,Yes,Basic,High School or Below,Medical Leave,M,17101,Suburban,Single,113,2,Corporate L2,Offer1,Call Center,542.4,SUV,Medsize
4261,XN18885,Oregon,7285.030983,Yes,Basic,High School or Below,Employed,M,44788,Suburban,Married,61,2,Personal L2,Offer2,Agent,386.031248,Four-Door Car,Small
4262,VB94165,Nevada,6714.070698,No,Extended,Master,Unemployed,M,0,Suburban,Married,93,3,Special L2,Offer1,Agent,604.270179,Two-Door Car,Small
4263,FG71665,Arizona,2810.464447,Yes,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,1,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize
4264,IV98398,California,15320.371769999998,No,Extended,Bachelor,Employed,M,81955,Suburban,Married,126,2,Corporate L3,Offer1,Web,720.054248,SUV,Medsize
4265,YN39714,Oregon,8488.561362999999,No,Basic,High School or Below,Employed,F,80213,Suburban,Married,70,2,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medsize
4266,WL92199,Arizona,2379.195759,No,Basic,Doctor,Unemployed,M,0,Rural,Divorced,66,1,Personal L3,Offer4,Call Center,90.989464,Four-Door Car,Medsize
4267,KC36987,Oregon,13334.26763,No,Premium,Bachelor,Employed,M,47950,Urban,Married,170,8,Personal L3,Offer1,Branch,780.990942,SUV,Medsize
4268,JW24212,Oregon,3123.080994,Yes,Basic,Bachelor,Unemployed,M,0,Suburban,Married,101,1,Personal L3,Offer1,Agent,960.115399,SUV,Large
4269,OG57342,Washington,2382.706153,No,Basic,Doctor,Unemployed,M,0,Suburban,Married,65,1,Corporate L2,Offer3,Web,312.0,Four-Door Car,Medsize
4270,SN49269,Oregon,7812.889738,No,Basic,High School or Below,Employed,M,72353,Suburban,Divorced,66,2,Personal L2,Offer2,Web,316.8,Two-Door Car,Small
4271,RE52529,California,14024.35839,Yes,Premium,High School or Below,Employed,F,81872,Rural,Married,115,2,Corporate L1,Offer2,Web,256.43803,Four-Door Car,Medsize
4272,EQ68292,Arizona,5334.784887,No,Basic,Bachelor,Employed,M,74606,Rural,Divorced,68,5,Corporate L3,Offer4,Agent,109.112713,Two-Door Car,Small
4273,KF88603,Oregon,9700.35416,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,138,3,Personal L1,Offer1,Branch,993.6,SUV,Medsize
4274,JR62870,California,5703.2888619999985,No,Basic,High School or Below,Employed,M,41438,Urban,Single,72,9,Personal L1,Offer1,Branch,323.836677,Two-Door Car,Medsize
4275,NN40477,Arizona,4280.7470079999985,No,Basic,Bachelor,Employed,F,52679,Suburban,Divorced,110,1,Personal L2,Offer2,Branch,528.0,Sports Car,Medsize
4276,JP40952,Arizona,3398.052277,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,101,1,Personal L3,Offer3,Agent,1183.780098,SUV,Medsize
4277,FG24548,Oregon,11044.10847,No,Basic,Bachelor,Employed,M,44524,Urban,Married,70,2,Personal L3,Offer4,Web,200.768848,Four-Door Car,Medsize
4278,DZ89536,Oregon,3237.996209,Yes,Extended,Master,Employed,M,60244,Urban,Married,83,1,Corporate L3,Offer3,Agent,326.281835,Four-Door Car,Medsize
4279,GH64274,California,25805.26839,No,Extended,High School or Below,Employed,M,22711,Suburban,Married,82,2,Personal L2,Offer2,Branch,393.6,Two-Door Car,Medsize
4280,NX62002,Oregon,17497.52201,Yes,Basic,College,Unemployed,M,0,Suburban,Divorced,73,2,Corporate L3,Offer1,Agent,350.4,Two-Door Car,Medsize
4281,CV57391,Arizona,22261.0224,No,Basic,Bachelor,Employed,F,50398,Urban,Single,71,2,Personal L3,Offer3,Web,339.42418,Four-Door Car,Medsize
4282,ZN36983,California,9006.598402,No,Extended,College,Unemployed,M,0,Suburban,Married,86,2,Personal L3,Offer1,Web,412.8,Four-Door Car,Medsize
4283,OT40088,Oregon,9904.977027,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,66,2,Personal L3,Offer1,Web,475.2,Four-Door Car,Small
4284,CD56261,California,7432.203079000001,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,102,5,Corporate L3,Offer2,Call Center,1037.274096,SUV,Medsize
4285,OG72448,Arizona,8150.573759000001,No,Premium,Bachelor,Unemployed,M,0,Suburban,Single,114,3,Personal L2,Offer2,Branch,1310.46158,Four-Door Car,Small
4286,IH64929,California,4956.247235,No,Basic,High School or Below,Employed,M,87197,Urban,Single,63,3,Personal L2,Offer2,Branch,247.402353,Two-Door Car,Medsize
4287,FD20455,California,6537.051379,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,100,3,Personal L3,Offer2,Web,720.0,Sports Car,Medsize
4288,ET89070,California,9448.833931,No,Basic,High School or Below,Employed,F,85221,Urban,Married,117,4,Personal L2,Offer2,Branch,516.907624,Sports Car,Medsize
4289,DY87071,Arizona,7519.1336310000015,Yes,Extended,High School or Below,Employed,M,96306,Rural,Divorced,95,6,Personal L3,Offer1,Agent,185.355353,Four-Door Car,Medsize
4290,AX10148,California,2409.368488,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,1,Personal L2,Offer4,Web,316.8,Four-Door Car,Medsize
4291,DB28487,California,17041.4383,No,Basic,High School or Below,Disabled,F,22249,Suburban,Married,64,2,Personal L3,Offer4,Call Center,455.191595,Four-Door Car,Medsize
4292,KU92052,California,4398.047053,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,3,Personal L2,Offer1,Agent,382.067564,Four-Door Car,Medsize
4293,FB17016,Oregon,5470.060561,Yes,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,1,Personal L3,Offer2,Agent,702.990032,SUV,Medsize
4294,BM45823,Oregon,3173.032243,No,Premium,College,Unemployed,M,0,Suburban,Married,101,1,Personal L3,Offer1,Call Center,484.8,Four-Door Car,Small
4295,NN53003,California,13258.17973,No,Basic,College,Medical Leave,M,20754,Suburban,Divorced,184,7,Personal L3,Offer1,Agent,1324.8,Luxury SUV,Medsize
4296,LF94873,California,13045.37088,No,Premium,College,Unemployed,F,0,Suburban,Single,190,7,Personal L3,Offer3,Branch,1654.202174,SUV,Medsize
4297,VB57504,California,2560.691306,No,Basic,High School or Below,Employed,M,30027,Suburban,Married,65,1,Personal L3,Offer2,Branch,312.0,Four-Door Car,Medsize
4298,NT25078,Nevada,3387.77901,No,Extended,Bachelor,Employed,M,23156,Suburban,Married,88,1,Special L2,Offer4,Agent,422.4,Four-Door Car,Medsize
4299,FH86704,California,6439.330195000001,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,93,4,Personal L3,Offer1,Agent,669.6,Four-Door Car,Medsize
4300,KX32370,California,7078.9485989999985,No,Extended,College,Employed,M,23222,Urban,Married,90,4,Corporate L3,Offer3,Branch,252.938842,Two-Door Car,Large
4301,NN76284,California,2417.763236,No,Basic,College,Unemployed,F,0,Suburban,Married,65,1,Corporate L2,Offer1,Branch,468.0,Four-Door Car,Medsize
4302,LJ43988,California,20492.7355,No,Premium,Master,Employed,F,27317,Suburban,Married,102,2,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize
4303,MM44301,California,7805.312870000002,Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,3,Corporate L3,Offer1,Agent,508.8,SUV,Small
4304,ED63600,California,22062.54841,No,Extended,College,Unemployed,M,0,Suburban,Single,225,2,Corporate L2,Offer1,Agent,1620.0,Luxury Car,Medsize
4305,RT37588,Arizona,11218.44173,No,Extended,High School or Below,Employed,F,69268,Rural,Married,93,2,Personal L1,Offer2,Agent,19.170855,Two-Door Car,Medsize
4306,LF19061,Arizona,5427.4845909999985,No,Basic,High School or Below,Employed,F,74561,Urban,Married,68,5,Personal L3,Offer3,Web,234.393625,Two-Door Car,Medsize
4307,EW73451,Arizona,2592.437797,Yes,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,1,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small
4308,UC29668,Oregon,2601.351096,No,Basic,Master,Unemployed,F,0,Rural,Divorced,71,1,Corporate L3,Offer2,Branch,17.029835000000002,Two-Door Car,Medsize
4309,ZC32761,Arizona,8433.228985,No,Basic,Bachelor,Employed,M,57961,Rural,Divorced,72,2,Personal L3,Offer1,Agent,38.513959,Two-Door Car,Large
4310,FQ22639,California,2967.670797,No,Extended,College,Employed,M,35205,Rural,Married,76,1,Personal L3,Offer2,Agent,178.839506,Four-Door Car,Large
4311,YZ60434,Oregon,5380.0916259999985,No,Basic,Master,Unemployed,M,0,Rural,Divorced,74,8,Personal L2,Offer1,Web,59.026302,Four-Door Car,Medsize
4312,MJ45965,Oregon,8059.893670999999,No,Basic,High School or Below,Employed,M,72309,Urban,Single,68,2,Personal L3,Offer4,Branch,244.727144,Four-Door Car,Medsize
4313,IS95398,Nevada,8444.840217,No,Basic,Bachelor,Employed,F,76352,Urban,Single,109,4,Personal L2,Offer1,Agent,501.83778,SUV,Small
4314,LZ81665,Washington,9655.442955,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,100,2,Personal L2,Offer2,Call Center,720.0,SUV,Medsize
4315,OP43389,California,8178.235106999998,No,Basic,College,Employed,F,29057,Suburban,Married,102,3,Corporate L3,Offer2,Agent,489.6,SUV,Medsize
4316,PI98333,Oregon,2353.179121,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,66,1,Personal L3,Offer1,Agent,501.153571,Four-Door Car,Medsize
4317,YX67409,California,8058.659712999999,No,Basic,Bachelor,Employed,M,25595,Suburban,Married,101,9,Personal L2,Offer3,Call Center,484.8,SUV,Medsize
4318,XR85926,Oregon,8012.365866,No,Basic,Bachelor,Employed,M,58058,Suburban,Married,67,2,Personal L1,Offer2,Call Center,355.198918,Four-Door Car,Medsize
4319,MJ54807,Nevada,16473.16905,Yes,Basic,Bachelor,Retired,M,22828,Suburban,Married,106,2,Personal L3,Offer1,Agent,508.8,SUV,Medsize
4320,AX36597,Arizona,5907.151868,No,Extended,College,Unemployed,F,0,Suburban,Married,81,8,Personal L3,Offer4,Branch,390.161912,Four-Door Car,Medsize
4321,IC94434,California,8257.666512,Yes,Basic,Bachelor,Disabled,F,23815,Suburban,Married,73,2,Corporate L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize
4322,ZX56541,California,4954.292104,No,Basic,Bachelor,Employed,M,45329,Suburban,Married,65,4,Personal L1,Offer4,Call Center,312.0,Two-Door Car,Medsize
4323,RI76571,Washington,43026.52149,No,Basic,Master,Employed,M,59349,Rural,Married,119,2,Personal L3,Offer2,Web,222.032326,SUV,Medsize
4324,YL78930,Oregon,3794.964613,No,Premium,College,Retired,M,19794,Suburban,Married,105,1,Personal L1,Offer4,Call Center,504.0,Four-Door Car,Medsize
4325,ZX17330,Arizona,2537.383207,No,Basic,Bachelor,Employed,M,92401,Rural,Divorced,64,1,Personal L1,Offer4,Agent,50.359627,Four-Door Car,Medsize
4326,MK92016,Oregon,8026.04923,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,109,6,Corporate L3,Offer1,Branch,898.4300789999999,SUV,Medsize
4327,KH93541,Nevada,7786.676381,No,Extended,College,Employed,F,83000,Urban,Married,97,6,Corporate L2,Offer1,Branch,378.5566,Four-Door Car,Small
4328,UG12132,Washington,5256.9231770000015,No,Basic,College,Employed,F,77693,Urban,Married,65,7,Personal L1,Offer2,Call Center,225.045919,Four-Door Car,Medsize
4329,BV35683,Arizona,8256.2978,Yes,Basic,Bachelor,Employed,F,62902,Rural,Married,69,2,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize
4330,PN69476,Nevada,2453.3362420000008,No,Basic,Master,Unemployed,M,0,Suburban,Married,70,1,Personal L3,Offer4,Branch,449.601961,Two-Door Car,Medsize
4331,HB70063,Washington,4312.769797999998,No,Basic,College,Employed,M,43386,Urban,Single,111,1,Personal L1,Offer1,Call Center,413.002348,SUV,Medsize
4332,CR59224,California,5556.91458,No,Basic,Bachelor,Medical Leave,M,29120,Suburban,Married,72,3,Corporate L3,Offer1,Agent,345.6,Two-Door Car,Medsize
4333,RH97231,Washington,8693.995589,No,Basic,Bachelor,Employed,M,48893,Suburban,Married,110,3,Personal L3,Offer1,Branch,787.88953,SUV,Medsize
4334,FY67942,California,11830.95192,No,Premium,College,Employed,F,92931,Urban,Married,146,7,Personal L3,Offer1,Branch,503.144025,SUV,Small
4335,HG68775,Washington,4506.485006,No,Premium,College,Medical Leave,F,15462,Suburban,Married,115,1,Corporate L2,Offer1,Web,611.941558,Four-Door Car,Medsize
4336,ED28429,Washington,4159.593921,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,62,3,Personal L1,Offer1,Agent,446.4,Two-Door Car,Medsize
4337,IH17933,Washington,4462.445111,No,Basic,College,Employed,M,70088,Urban,Married,112,1,Personal L3,Offer2,Call Center,536.481665,SUV,Large
4338,NE67816,Oregon,2515.259002,No,Basic,College,Employed,M,25558,Suburban,Married,63,1,Personal L3,Offer2,Branch,453.6,Four-Door Car,Small
4339,QJ65091,Arizona,8007.399376,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,3,Corporate L1,Offer1,Web,537.6,Sports Car,Medsize
4340,TR75465,Washington,9901.278118,No,Extended,Master,Unemployed,M,0,Suburban,Married,134,3,Personal L2,Offer1,Agent,643.2,SUV,Small
4341,LM12349,Washington,12282.84085,No,Premium,Bachelor,Employed,F,36328,Rural,Married,155,4,Corporate L2,Offer1,Agent,388.148089,SUV,Medsize
4342,XZ62712,Washington,44468.02303,No,Extended,High School or Below,Employed,F,32948,Suburban,Single,127,2,Personal L2,Offer1,Call Center,1428.972913,SUV,Medsize
4343,SL70555,California,8184.585992,No,Basic,Bachelor,Employed,M,69114,Rural,Divorced,103,4,Personal L3,Offer2,Agent,162.19958400000004,SUV,Medsize
4344,XI31845,Oregon,16007.94954,No,Extended,High School or Below,Employed,F,45302,Suburban,Divorced,133,2,Personal L1,Offer3,Branch,638.4,SUV,Small
